link_item,price,discount_rate
https://tka.tiki.vn/pixel/pixel?data=jDyLns6MDtoPxkFp-eNfbkVU0NoZVRUCa8ieMBbOwj0SVa_pzUW8zEtkiUDR4vpkwn0YjbMT-jtRl7Dgc_npd5ozvFbZBlX1-tbIrPrPdkmPfoAHbHW5Vjz_QZimm_aefN1rrohTGyW2YA4K_uNC3OySPSYJdsjvNAyWwYJfBNs1gUrcpsQzRL5V5udJ2aAyDwL-jUxZKJyKdaZX2IoPTG0svn399dtbvkwgb8rMErQ5TRz2mUKOdeHz9O4-Aq9hRHV4VFbuCo5F5-XlCzUx2JwI49Dw6W0QUVCw5U-uQ37WevdaIs-kor9uoKteorlfwYzJ2OdDA9NSARh12h2kJCOwO9Sciq_tBoLWovxi-I2ZxjTs87t5oIvk5F1m2M9QcUR0ryqtginKlfQnOeng_--qmPsz7RzlvOwU1MSUP_5fmemX64kn09Thl4w196R5AHpe6YWv3b_wle-VZFKUFO-VXAA9QI6KQmw6BeFqIHHbJP9e2MVrFp0Bq5X2CegC3kI8BDA5vro1vOKuXo1lsDtB1a3GgFJABXEtS9-zZ2gtarI40NmMdxFcX8JAspPuICFmvLCev5Oj4zF7IcwsE16UbKnaQMxQWrhr0oCyVSAiSh1Pwu1yy99ulgsUfkCSv_CluuIyjEbS1HT9CLbVkcaEfcCKFcnRrbPqqFobAZTAvGZb291C1zwyuLLBtAe9XIAXWZDg8POPhPHMbfJJ338fX5C0k5HkOLLTSy6SNPVxkF-voLA6-1sWVvMQgjqUKgKT30vD-GTnKeS7pkjoMsr7leluIs59tZRfP19dP1pkRLhKbZMi2wLr9JNS2t0aVLJP2INfNrx3xL-FryGWEf1zlHMHA1xirMG8wnNFo4ECh1-WDHbGtEiG92w7PMbpI4OFnULdrGWYNMX6VUYjpi7komPtXCf87LubwxmVsJqmjwRoFAT11kQ-iuAVxw94YGuo7gIiciaAud0JEnvS3ZzGtQ_i1SSZHklx42o0bHlg8o2bdaII6IQ2akfKqDYBZzxGx2sFR7RI2CcngaO0E0Hay62ovvRNgSMtIJNYY6zn9uRuB7lmuLCPEtnnoKzFQlPVEf2MSJ1LiGbbnE9-ANv4jde1-L83ozIz8ZGqeRM7VWSRTYM4o2gTQGh6jp_BAuYWmJXgeSv5X3mKT6BLD1w6Zub0Azlib4nhAq3rpMR2HgJKgEUVDHvNwW-7-1JpWibEIEsBwh3WYMGM0nk8kE0oLOIcdNBo8G_AcgynmJO9yHTUnxmtibtnDuLOpRH1GXaQpijBRaC1jWVZkmzPVZB35DXxw52GSlVzH3BB9u8ks8YAMs5ySwNA3i8SieIQ_b3DF8OMTxrd01RxmS6OtuuwMZSnYUGN7tv0aQXGa-1CXDKOg_JEJjM4NGRCMiflVLArnQnXQ1z2q2MvaPI72FubZd4SCqsUTx7iR4mW5wENU4S3qWceLcNQqQoDh2QcWoUiTyONOSeeiJxu9lGpBq-CcAeG59mtaPxe7ezVS7NQWYWaDBAd5jwLlhL6z4zjBrgQeNZ931siogJfPwiWAVLEPq9NsGzXkUznXPwMKf36E_hmIFPL81HmhH6s_Ny0nSzQSgxh9v3N1-JW4-ciC7hY8ash0VVjjOlv7iAws8f_DMxz7t1N59lbq_4_bjFrsHaMBFxVcH2sTd4kYpZlbI4uH0spersbaLmxQPDgweOmkZWUoFW_M1Hg1bPkCtD140A1vIYmNbfzskmxDRu2-JVCo-_-6qj9DaG2FtANW7ymkonbbTsi0dZJ4448VOnPS-Yi4SIU1CAlxwd71NxMo6p6-AALwPEaWjNJvJEuoVwbVER-ztyI1NbbWpVekr0P9IYUpxbVrwI0VPmgBr928zcRGmNZmSu--DUQUraF4JRjv80yv_UYF2sw8AirDx5OJH7_zczcO7bQHHuw_u5qeVWydxCVsTeTO5MFSJ9U&pos=16&reqid=kb9dMIn2GnLjrF9r&type=CLICK,95.000 ₫,-43%
https://tka.tiki.vn/pixel/pixel?data=9wUu3DxGGhHgQpRZVR3kYRr8ZeHN2pccQMnRDMCmd7QaWDzwCOqlHUxUTdrIbSf3733f6ovyOp2513giZbAIsFw17CP7LGGwaYAMWq1Jlzb5lDvPaD5TrMkaKuNh7OKPa_nXIBbO_cFE-9SLUXqLV-RUEproPX3zhzZJEYOOzftWHmbqms4KvNxNKivMDaS_KLlgW1yAuJ-uba3Bd_y3ScS6ZqG4850fS9g8G_1QPx04TdoE8JR2Rv7iC_JpFlAb06GeyOKVlISEySFiqWYVMbkkYGyr7XCzOZ13vF5mqMhsV-30Rba7N41aMhp7YR-Xhm5ygvkJ_DnYA4TBfqNVwBmKqoccC6lPggrX0VEo5neDJbaJn0ZfgiZkiXXpdGIL0lfpmX_OYZpgvi1ll9qSsnh80yFbNEXnfQ-JpOJT_yaN28_9MKZMCXnkfOS4JsQgQYyj7JnJuQPXi7sP_XvKUqBOwdsB3CRkl_ph5Q4PnDNbYglDUHb-7kQsgVmnkFgKaeyzmGgHuhhW8KORvdWWEzlS8v8W6LmS_8a6exJkdVeZAXLtRKAZqR1Hue5NgNQfeQpkVnY23CW0NcQHpeMjsghfxAJUSpoDEeGKGAZfq71LxZ409_GUWFk67mXIP0MKo_N8VX9p4uBfBIB2zHqarjR51wie5GiO-sKOdHKw676UiAsn9nf5M22cvlZoklsalcWqY44bnJn0nRvxvCcv7hQF5unOFglfrtk5dbKCSrdXjPAzhW3qrFjtg_tTZxxaK8vwxJX77GUaFKXBXS2Kw61CCiJEcuWZbkhk4pvlzQnUwKT-1IKZh6g00NErzYYHT94CKjZm3cnJuoUZBIKQ3mTMAuCYPplFg1PH7fE_JRWGeVPPDrmqgu-fyArfcPY1Jid63EcECR76PuS_e5-i3nH8IFsjcaUnQrsAmSzj-vDuMbZ_Dtx886jNr34TxpTxp1EuESyEn3_X9AnD10yenPxPfdZxzDlK7ngeGwz-yk25TDV4fXrh36JMXjPh05uIJDiGUAuJRg_ul4v_XQ_Il1GqolE2-AKRvuUv-KFk5G7VMNuri1a33Xflnub6oPIfKjS5-Xt78srD5wwY4VDuTUroGLb_AOIt4F489xh0LRc0xbtoDOiPDXbyEi1q5e7gKBwTuDPX3JWBYUZBC4Kb5IEkc9tVXe-Mu60eMkU190Qx_ZDOkNMAac_P2xkwvV79M4DpZWjdAugIPGIJE-2433N50ukkHt97EmuyMkQbEj8hnil5jC2FgX8iF9dPypFHHhjaVMo5mTw31TlYz4j41ZAamyiPphjJqndNRyqHmi08s3ut02MP_4D0nUvce3SKoCcbiQv9ImzHndvKNIz00T9P1Dsk-wIRdvamOxMLKKA7wbTQLv8MC3DwH309lyd_6uuPLPpnLQeM3NdSNCD3myrlcrtHrcgW43_Hj9LAb4bZYqIUOzjBwlDbjRxCkDCCXTQCVQZRh81J_fJyJDWX5IcQo8LVo9LkI2TCoyx24Uoc8dfr9uJSiYmPS5rhZK4Hh2zs6H2cCkOF017UYy2XJD-33AFGoh9_-w9J4qArDsmKbppgaov-J91kQuDBPlfamB_Evhgeb1K5WCL2SDW716KgCZd92UnggLfYU5tkhKKhAldyaqR7CuwIixUNvpZD8gtGxlSyqMzSjowbI4i0dKIFz7h9tFRA&pos=17&reqid=kb9dMIn2GnLjrF9r&type=CLICK,89.000 ₫,
https://tka.tiki.vn/pixel/pixel?data=Ml9zjdIZe_ixMxis-ewiJTwZtkMl6xKS6lXyiA7Lj9Ha4suFw5Cj7i_eG_E7o5x6awQ4MOrluO_sG-M1GOuOQArypxxz2_YTd94CM6zA6VKMSYOxTc60qVNn6V03GGSfST1UtzyrEZHR3h7hNy4gvKN52bGZjncIoT819EW5CtTipIB7GurTzoPYbFZKKR5-0MIN_zVhCECa6lGPhYLBWTmFrIHSaalTHcoTRgJ4nZJ-KNF4KUmZBZKlE_FFBMDeLtXVFymnVpFaXskCQeh6Qguaa9ue0YU1MzanX19K7WF34s9D-JUC2xvfTLjit0nNSOg7qr_eQwavHzFtx83t8X8fcJ34dZW_U7UHYV7lFNFDUwkY-h_FvQQ9nt6_vac-V-_JZ2ipcr76Y5nnAiRiMOT-EoqyywjQVRyQv142F1mGjj1EVFGfBj_Wx85C9D2yjO63sv0b7aXhqlqmIARU5LxlsfYU6jjTO1GrrBEtpPcEQrIwuszG0t4uIxGq21eY6Wnu5cCepeF9aYkapTMmLegEpPQTQzINxmP2-cPf0nEKbeCLhxFX5yq6SMsKm6V8n7e3HCWdG04-Pue-fO1XDqKhOv3XOg_l7QWNuy4XDQcSpJkYuQ3xM-1ybO95tz3H2xJ9D-7YKBmqW3SbtzMyFKJLupr_wk4FKiubJk0YkCCy9NcQlHx9ZuhHu2O0rJKN3EWVaLEAhybWawfALTExAUShDxrtLL1LXKMHgzl2odaUaYEzHUzLpiZQVckWRyFjJG5VgXcRBxWfv2_eW32FW7n-Uu3hF0hyoQc3sgyjgE3z703-X5Kx46PhN2SSRaPgl8E9XZHFnpoiqBzcDFGjdy2xEPTbKH6rUG1S6gLgOA3b5BHuWiGKPBDMzIQ-XGWEnylvJ6Rds1XHf5jI16r6F1NX-36iYTKYOQeYUPRfYMDHyodcRx17Eouqli8me9GeDX9MXf89FAak0KxCFQJ7lir9s2oZtuvs1Yf1oIv8vLrbLPenB8LPw0jzaPDvmy-yJ7WiK3dJUp2RyCevgV8H-sWIZpvRouHYOTnC52AIiJigXNEPTz5CC_Wki-sz70YGM9l1skoZI97kboIS9Q7M2kYfRbd-6Kk9TAt6MN2clRNDFZ3Qv68zcZxHHdxmr7IqvUVvi_HoxEGZGskFcQnRh-N9atL1vfpVwcuktw48rWmr_HJvLDD89cNu2TZDJKPtposkJmOjcXGewyAnQEFJiDnXNtX5tasohtJsIOOdecOqBM_QygE2Qos-eJBRgqEx113Rs6CzYKFdJCu1zmLkzpomi86VvMRQAhTo67kLbxROFTkrnk0C2ewSnV6n6y92b0i6wpkuQM0-AjHd89i-7J6M8q9bG1cNcoyIuz3MiAjhs8WUaPtbEkE7e_FMKXCJSzuLeuOEliOb5pc5-p-lapqJYQUIFUK382HckY4vjw2CqHdzPZCKDo7DEZsvNCyuf-LoIYhkxjqklHdnjdh1ByXKvmVzGGxT8ozXmVZM2YDBi2uiGWvqovMRfXmhSBhFZJooouR0uWcNczCUHVQf4nUZlEQKfF-S5C4hKD2cHv_Q-v6IbyjDaNWo4xhTdYwoA3jnRFGwsefnvbqIMEy4ORvFjn29KyF9yXl_QyiPKQl4-LKQ4tObskeBm4WWknL6Fae_XAvmnRYxFS1ofmhWGMzYNaOfV_ajamatfRbeROlnWnCszoM87Vctj6_xU6l__5FBCCH5YkOYB6vfkKHzgF91hnjd-uezL-d3OsbyjptXts2WrTTM8kz2X1oPpfFRvsg98B2dFuIrXHdI&pos=18&reqid=kb9dMIn2GnLjrF9r&type=CLICK,745.000 ₫,-37%
https://tka.tiki.vn/pixel/pixel?data=LV5nmgVLdvFEXbDG-a3gYhq-htcFaBDX8wNAXf1KPiqxgRpATXX2G3u6JrLQUllqrNmCKlAMPxVjrRKwLVfJgp1BMXwAnpEv1uRJ4X-OyxyyDyeXm_MMUwsq8ueTwPG60dZECnW2ydA8uhqGi6ePaZluPfuXCQnhZjqECOki3HPQbVcxIQZa9hdaI6cisDmAuCMdpcNYgDIppjJP6yKRQyEHrjFKduA2n2DT8mVc94F2RGEJp7oUoAlh9XIwdo0csvASjPIW88hE9tz_A5mlP_toDWMGtYYW5z6XWhuGzoPc2PzecMPQbq_UfMe5eJ6t1VAItcm7vG548-dD2i7HAWnYfUqFN4XVWMCxAebbMWiGJOQGvT8s2kpR7mnBY-EkPGn2MjWRfj_Wa3SmSx6GazluRr5G3G1Orc-NgCyXYchESJK_bRzH8vddCBLwA2XGE4IlGWXeoBqKxF8x5ehtwnSqjkDtDsDzIgmYBNfbLmZRuF4UO-gEBCjCugtsl4hOHdq3kDSsW2midAGQeGpyZLGCAoY-4X6jsxVnrGDFbS9cip-jHz4XlUa7wSRkJMRLxnLjIi-srLWy00aQh3l5xu2nUwiJbCv5tB5EzAe9uPCGPSgAtH4jjdHtJWkys82vUBOjC-uHsK2VA4ddfYz4-6uk1gdPTAdzN1SBzneGk_4iYgXd2V5MWmNgQ7OyTEPGJ0ntz7dqzK4vycHEhSRwKU6acQ1eYlEpUF9V1k4WweilmoBmIKnF9RQ1OQg7FUpLkF80kZaUTghpzpVbaIW5F6OhBCzglBO7ZG9kfBj9qzOoef-XlQtB1YPsyaxDxTl_PV_pS-9FIV7Dg7-pejNhqsQ1rmoJc8QxcQpOw4KQyl1CR4Jp8BCCszZzak9MuZVNBxveKMAB4oviHj3xFYZIWiHC9u--A-RcFW3Qww4ne9kXJeENvnlrw5Ut84tRy_aWvk6zAZ9v5lqQhh4r6ZkEv6Cuf331i_quw1Wle26Eh8L4ShVfhY7eXM09oG6zpDbFEyVA69YwkOnODHdOecunddmO19O70wMnhg-SER6aHiLTa7mehVxv7U9drA6M6RjLHg3PnM_E9uAWQxCWgVJPMz-OD9vzsMF-F9j8isuzGNiU1qM4qqc59WOECR9wBDJZIh5o7L_7l-_A36mRwUzdkkkXqaZC98JPJwDuiRylQKymkKpsrGbccR7pLWjpJLhkcXVAiNMHpiKwarpR0u75nYChY-U44QiYbA3uDq6qbWsUevsDpl43WiqWp_5DTgt8vl2oN6LGvQ_ZEriCSNV5yG13DXPwTfEzVk3qolR5uu-fxdjJv1WeRvuuyeX8y6J_gAPMwxfXE2kJtkQlybGzfkF0SJ2hIxwbht7wx2OAOUWFl9LjqWiDznRumJli_xe1YYIK9Z14NPeahhtDt7t_2U_KaNXSvNPXR_AXyp60dUicm_eeWuedBQu8gOoC3Oli9yXE-4T-CC33x0knBFUKzBQhoJTwX6roJ9-z6P77p9TxUon98kdediR9oByMoaxdaUFATiw79Ul7iBpImgEAFKQf28bTQt-D3Z1cN7xZE4QRhP2GyZAcF9rVoZtSeY_M1ZQzK7hv2j44tqHeLluCBO_jH08jTgxw9_mCHRUdXmKpsxl3NzZoLXgQTuJIvgTbr8ij0XExMQL-kqZpiU4idvT69_599md9Kqzl6Z6mN8YWb835-BShysKh6NhY0NrRoWevLJbYc6ng6aR3mdXMFLhiDnFGOWD_4ylzxCJRNuB9h8nn2NQ-eJWKmBiUAlQQca7dGcpbk7fd1O1zsGn9taxhHXYJmxINukdibbjpUIu9W7tTDP2Xa39TGQRybeS9JMtNN8RKbZ8TCTNIz69NmFWjrbgT9fB7vJsIy-kmN3yR2-BV637gXrpW-IbrnWTD0j1_OpWntwfq5CGGk0UPQgGuSMerCkptzZwDjZNPDFFV05WG55ztwPWqSEoG_nGAPt1K2N5S1On4KNxPMNWQB9w0Y1xBdn-3k5Mw7vw&pos=19&reqid=kb9dMIn2GnLjrF9r&type=CLICK,418.000 ₫,
https://tka.tiki.vn/pixel/pixel?data=JUvYvHMaDoXLK_B9WyoiYNJ0SJwprE-wzY2P-JGKELZoxGub40a0AW1kwOc_KlF8k6reOiKOHDa2Uo7fRzla2SjfZBArUpBfWTFAN-CiUeFOzctpdM1Tcjbm-abKLYFsRBvlm_9Qo1gb3y3ntgNlsDALheibQAzQprkE1g7DzDDb9cMznGuzp0-Is0gPE530_JjugbRU6fmJPGI-VsrozLCcqEvpF2leTyaW08yqJBETlokgkCj0YA4bFL1yoW--eTdaRlzTCk_hGmni7_qLeEAjjcViH1mLUw7ywZQxDHDDjCFdfAbal20yP0ceuniYGuSexmhwWSaRKxJ5A9XtKWq2XmjZffmQBa2sMrCZwS-uuJVOUbBfhbXzGdPjuncgIyjwXr0H3WHvUAkk4-8QmJRWInaX7dwr00kRs48sPbsNpCib-6LG-dgtBN5hSa3IS5dfOmPIo8OYody6mF9ncWpxNEFfi4UxhlVsrzVYj9HhCNREdE6m5z5RuKniWEkcb3YaiDThr77kkcHA9k3jhUuLI4jeKqKpU17XYljoahtXwK3hcksbsgH4hRli4S7seE4BctDDslM-JxXjJGmmTZqyUB09HCLsAQZVafZXTJjpIoiwZYiemNBlGd_VkCYi0nu_o5BA8JF5-7vR4wYcGr39PGFNz5EMENpovoy5LJTcMxGLQbaup-ouTa2pigBDik1JLjN5EgpuoTIkWQqaSEO8_N4zryqtZDtVaULeKbohLsnGknVblfBV0Il0Swhyi4Fo6GluQ-dm2Hax9DriEPePctYMtcHGJS3RrbaJyzUKcYGQZqLF4VoY9joQDaWS2cr0PPaeFOv2P5xSa2i382Udw5pUyqG-qitRa6ukbqT5c4mkLrstzJh7iAwVlPe_ZNeFxgz6YC3M5socuRU8VboInUoH0v6QLi2CYbDRxOrjU7pSJQH-AWmxG-HZruMs6cEvSnyFUXeaNZx9hIp0fRWkKDmE6XKtukYM109V0gRajc1T3rkgjEVSrTFwNl66F7-pftIpWqI3mKa1-GYKORy7ibvNXa-sOJSxWcxaTvVNOte3OG6uoR4uFDJzubBgeAVN9BZi5ZvkbbSeHi3k8jkC360Id2HYh-f4VH8T0-qRSPF3bRBU35AE3Um1Z9xmA9aI0yKcdisJW8ctec7qe4e8RjlNr4ZuDTZb6TSXMiFm8gAe5-jvqVq7MphO4mlfcropf469g8T-ZKS7g52eezUe5ZQJ75F9Mg9XB45ZX8E2IBjOWWlYI6gwB8-4VvXIl_t1f2EPGM5pq4x2XCxX_6znI3HUqkNnKJWLRcDNAn0mMHh6e-47qWTDVyQySUcJMJXwngDF7d7Oe7ra1p9AzFtMgEvtGJCPWgY5mkGEbVlveorcTDNbv8hWN90Kw14r_g0BjMUpfm7oXsunvKKC0XFrrFmVPKKM5euRdTgX-NFI5tefRAmNWrifaDRQl8rWc-vUrb7cuEj0tOYlmpjuHPqYlVpBAWSEFBF1t3NNjvlqZZwdZbnY87m14Csaoe8cNia5jNzy4WwmNlRyYtpfG6CeRsvOgidVP_tRXBA7Cp98W4ClWYEBPisyrabejANwkSWu76wRr4tDKL702-8br3mHuDxRNYPPaXes41s_f2MixOzwm8ogHBWt1rFKQzwssCUTP_rXZ-jvQ7HicWEOGzTDcqV2Xzazt1ygDxtj-85SEA2stOnBcG8UjK4RNE11Uab6yNni6mulCdHkl5JPaMeiyCberYLlgYm_Rlm6xCvcc2cTh-pnLYUbWMcJDA_ufe32l6bR_nhTZmMSSpnm--3fGr1tRr0-cZPlI6Frmyv0WGpdPxo0sHcuc_FTVvv8Zm0QRV-QdDM6aYx8joxNs-3zAjVbBGK7KXzP&pos=20&reqid=kb9dMIn2GnLjrF9r&type=CLICK,,
https://tiki.vn/keo-dan-giay-dung-nhiet-trong-suot-strong-shoe-glue-sieu-dinh-deo-dai-khong-hai-da-p197046071.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.197046072&itm_medium=CPC&itm_source=tiki-reco&spid=197046072,27.000 ₫,
https://tiki.vn/bo-2-cap-lot-giay-4d-bao-ve-got-chan-va-chong-tuot-got-giay-loai-vuong-buybox-bbpk53-p43118520.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.43118524&itm_medium=CPC&itm_source=tiki-reco&spid=43118524,31.200 ₫,
https://tiki.vn/khan-giay-lau-giay-sneaker-chuyen-dung-khan-uot-ve-sinh-giay-dep-dep-da-sieu-sach-1-goi-30-to-hang-chinh-hang-miniin-p157062466.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.180739024&itm_medium=CPC&itm_source=tiki-reco&spid=180739024,38.250 ₫,
https://tiki.vn/bo-dua-tho-10-doi-gia-dua-hoa-van-phong-thuy-go-huong-loai-1-tam-linh-truyen-thong-van-hoa-viet-hahanco-p120169186.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.120169188&itm_medium=CPC&itm_source=tiki-reco&spid=120169188,60.000 ₫,
https://tiki.vn/vo-silicon-gai-got-chan-chong-nut-got-chan-dau-got-chan-p137253920.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.147822637&itm_medium=CPC&itm_source=tiki-reco&spid=147822637,,
https://tiki.vn/giay-the-thao-nu-biti-s-hunter-street-x-vietmax-arising-vietnam-r3-gold-dswh05500-p77589958.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.90370278&itm_medium=CPC&itm_source=tiki-reco&spid=90370278,1.334.000 ₫,
https://tiki.vn/de-p-di-trong-nha-van-pho-ng-nha-ta-m-cho-ng-tron-du-c-lie-n-dp03-p162027539.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.162027549&itm_medium=CPC&itm_source=tiki-reco&spid=162027549,85.000 ₫,
https://tiki.vn/giay-the-thao-nu-sodoha-sdh-802tx-p41231757.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.41231768&itm_medium=CPC&itm_source=tiki-reco&spid=41231768,185.000 ₫,
https://tiki.vn/duoc-chon-size-mieng-lot-giay-the-thao-yellow-sport-chuyen-dung-cao-cap-lo-t-gia-y-ca-ban-sieu-em-chan-khoang-khi-khu-mui-hoi-p88205112.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.88205116&itm_medium=CPC&itm_source=tiki-reco&spid=88205116,79.000 ₫,
https://tiki.vn/giay-the-thao-sneaker-nu-mau-trang-hong-de-em-nhe-thoang-khi-thuong-hieu-zavas-s396-hang-chinh-hang-p74003778.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.74003782&itm_medium=CPC&itm_source=tiki-reco&spid=74003782,,
https://tiki.vn/dep-bong-di-trong-nha-chong-tron-truot-cao-cap-hang-nhap-khau-p72640100.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.72640118&itm_medium=CPC&itm_source=tiki-reco&spid=72640118,80.000 ₫,
https://tiki.vn/sap-lau-giay-dep-tui-xach-ban-ghe-kem-ve-sinh-giay-da-p213738177.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.225272193&itm_medium=CPC&itm_source=tiki-reco&spid=225272193,17.000 ₫,
https://tiki.vn/mieng-lot-silicon-trong-suot-giam-size-giay-rong-va-chong-tray-got-chan-p72506905.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.72506906&itm_medium=CPC&itm_source=tiki-reco&spid=72506906,65.000 ₫,
https://tiki.vn/keo-dan-giay-dep-the-thao-trong-suot-chuyen-dung-sieu-dinh-transparent-shoe-glue-new-up-seaglue-1630-sneaker-silicone-50ml-dinh-de-day-sieu-chac-de-dan-hon-dan-hoi-voi-nhieu-chat-lieu-vai-da-cao-su-do-dinh-cao-nhat-sau-12-24h-p99444783.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.99444784&itm_medium=CPC&itm_source=tiki-reco&spid=99444784,59.049 ₫,
https://tiki.vn/lot-giay-cao-got-4d-chong-truot-ban-chan-ve-phia-truoc-buybox-bbpk165-p83480711.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.83480715&itm_medium=CPC&itm_source=tiki-reco&spid=83480715,,
https://tiki.vn/de-p-di-trong-nha-van-pho-ng-de-p-co-i-may-de-cao-su-cho-ng-tron-thoa-ng-ma-t-dp07-p158631445.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.158631447&itm_medium=CPC&itm_source=tiki-reco&spid=158631447,49.500 ₫,
https://tiki.vn/bo-02-cap-gom-04-mieng-lot-got-giay-silicon-chong-tray-bao-ve-got-chan-giam-size-giay-p20117907.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.32411719&itm_medium=CPC&itm_source=tiki-reco&spid=32411719,32.027 ₫,
https://tiki.vn/xit-khu-mui-giay-va-chan-diet-khuan-nano-bac-dung-tich-lon-260ml-xit-giay-khu-mui-cao-cap-p144230199.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.208686855&itm_medium=CPC&itm_source=tiki-reco&spid=208686855,50.000 ₫,
https://tiki.vn/mieng-dan-got-giay-chong-rong-mwc-9008-p165280316.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.165280398&itm_medium=CPC&itm_source=tiki-reco&spid=165280398,10.000 ₫,
https://tiki.vn/cap-silicon-ngon-chan-cai-nep-silicon-bao-ve-chan-chong-bien-dang-khop-sil28-p195464947.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303170600_MD_batched_PID.195464953&itm_medium=CPC&itm_source=tiki-reco&spid=195464953,,
